hunk_id,group,path,old_start,old_count,new_start,new_count,claim,evidence,disposition,legacy_review,az_review
Code/Legacy/CryCommon/ISplines.h#1,consumers,Code/Legacy/CryCommon/ISplines.h,12,0,13,4,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#2,consumers,Code/Legacy/CryCommon/ISplines.h,73,11,77,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#3,consumers,Code/Legacy/CryCommon/ISplines.h,251,1,246,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#4,consumers,Code/Legacy/CryCommon/ISplines.h,253,1,248,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#5,consumers,Code/Legacy/CryCommon/ISplines.h,258,1,253,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#6,consumers,Code/Legacy/CryCommon/ISplines.h,261,1,256,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#7,consumers,Code/Legacy/CryCommon/ISplines.h,356,1,351,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#8,consumers,Code/Legacy/CryCommon/ISplines.h,410,1,405,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#9,consumers,Code/Legacy/CryCommon/ISplines.h,1071,2,1066,24,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/ISplines.h#10,consumers,Code/Legacy/CryCommon/ISplines.h,1251,1,1268,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/IXml.h#1,consumers,Code/Legacy/CryCommon/IXml.h,11,1,10,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/IXml.h#2,consumers,Code/Legacy/CryCommon/IXml.h,15,14,14,6,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/IXml.h#3,consumers,Code/Legacy/CryCommon/IXml.h,296,4,287,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/IXml.h#4,consumers,Code/Legacy/CryCommon/IXml.h,343,4,333,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/SerializationTypes.h#1,serialization,Code/Legacy/CryCommon/SerializationTypes.h,13,2,13,2,"Preserve reflected ids, legacy conversion behavior, and semantic asset values.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/SerializationTypes.h#2,serialization,Code/Legacy/CryCommon/SerializationTypes.h,16,1,15,0,"Preserve reflected ids, legacy conversion behavior, and semantic asset values.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#1,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,11,1,11,6,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#2,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,50,1,55,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#3,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,52,1,57,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#4,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,79,1,84,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#5,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,81,3,86,3,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#6,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,87,1,92,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#7,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,89,4,94,4,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#8,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,95,1,100,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#9,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,97,4,102,4,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#10,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,107,1,112,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#11,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,113,1,118,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#12,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,115,1,120,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#13,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,120,1,125,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#14,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,122,1,127,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#15,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,131,1,136,1,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/VertexFormats.h#16,layout/fonts,Code/Legacy/CryCommon/VertexFormats.h,132,0,138,19,"Preserve CPU/GPU size, alignment, offsets, strides, bytes, and text output.",See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/crycommon_declaration_use_ledger.csv#1,other,Code/Legacy/CryCommon/crycommon_declaration_use_ledger.csv,0,0,1,35215,Preserve the observable baseline contract.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CryCommon/crycommon_declaration_use_ledger.md#1,other,Code/Legacy/CryCommon/crycommon_declaration_use_ledger.md,0,0,1,335,Preserve the observable baseline contract.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/CrySystem_precompiled.h#1,consumers,Code/Legacy/CrySystem/CrySystem_precompiled.h,75,1,75,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/CrySystem_precompiled.h#2,consumers,Code/Legacy/CrySystem/CrySystem_precompiled.h,78,1,77,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/CrySystem_precompiled.h#3,consumers,Code/Legacy/CrySystem/CrySystem_precompiled.h,120,1,118,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/DebugCallStack.cpp#1,consumers,Code/Legacy/CrySystem/DebugCallStack.cpp,17,1,16,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/DebugCallStack.cpp#2,consumers,Code/Legacy/CrySystem/DebugCallStack.cpp,184,1,183,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#1,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,322,1,322,4,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#2,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2020,1,2023,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#3,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2069,1,2074,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#4,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2078,1,2085,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#5,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2112,1,2120,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#6,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2128,1,2138,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#7,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2159,1,2171,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#8,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2312,1,2326,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#9,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2616,1,2632,4,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.cpp#10,consumers,Code/Legacy/CrySystem/LocalizedStringManager.cpp,2782,2,2800,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/LocalizedStringManager.h#1,consumers,Code/Legacy/CrySystem/LocalizedStringManager.h,14,1,13,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#1,consumers,Code/Legacy/CrySystem/Log.cpp,9,1,8,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#2,consumers,Code/Legacy/CrySystem/Log.cpp,12,2,10,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#3,consumers,Code/Legacy/CrySystem/Log.cpp,14,0,12,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#4,consumers,Code/Legacy/CrySystem/Log.cpp,16,1,14,3,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#5,consumers,Code/Legacy/CrySystem/Log.cpp,19,2,18,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#6,consumers,Code/Legacy/CrySystem/Log.cpp,22,1,19,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#7,consumers,Code/Legacy/CrySystem/Log.cpp,26,0,24,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#8,consumers,Code/Legacy/CrySystem/Log.cpp,38,11,37,15,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#9,consumers,Code/Legacy/CrySystem/Log.cpp,54,2,57,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#10,consumers,Code/Legacy/CrySystem/Log.cpp,58,1,61,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#11,consumers,Code/Legacy/CrySystem/Log.cpp,140,1,143,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#12,consumers,Code/Legacy/CrySystem/Log.cpp,147,1,150,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#13,consumers,Code/Legacy/CrySystem/Log.cpp,155,1,158,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#14,consumers,Code/Legacy/CrySystem/Log.cpp,170,1,172,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#15,consumers,Code/Legacy/CrySystem/Log.cpp,177,6,179,6,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#16,consumers,Code/Legacy/CrySystem/Log.cpp,184,1,186,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#17,consumers,Code/Legacy/CrySystem/Log.cpp,189,10,191,13,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#18,consumers,Code/Legacy/CrySystem/Log.cpp,201,9,206,16,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#19,consumers,Code/Legacy/CrySystem/Log.cpp,215,1,227,6,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#20,consumers,Code/Legacy/CrySystem/Log.cpp,217,1,234,6,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#21,consumers,Code/Legacy/CrySystem/Log.cpp,223,1,245,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#22,consumers,Code/Legacy/CrySystem/Log.cpp,235,1,257,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#23,consumers,Code/Legacy/CrySystem/Log.cpp,313,1,334,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#24,consumers,Code/Legacy/CrySystem/Log.cpp,324,1,345,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#25,consumers,Code/Legacy/CrySystem/Log.cpp,344,1,365,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#26,consumers,Code/Legacy/CrySystem/Log.cpp,365,1,386,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#27,consumers,Code/Legacy/CrySystem/Log.cpp,379,1,400,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#28,consumers,Code/Legacy/CrySystem/Log.cpp,410,4,431,5,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#29,consumers,Code/Legacy/CrySystem/Log.cpp,418,1,440,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#30,consumers,Code/Legacy/CrySystem/Log.cpp,426,2,448,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#31,consumers,Code/Legacy/CrySystem/Log.cpp,446,1,466,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#32,consumers,Code/Legacy/CrySystem/Log.cpp,461,1,480,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#33,consumers,Code/Legacy/CrySystem/Log.cpp,465,1,484,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#34,consumers,Code/Legacy/CrySystem/Log.cpp,516,1,535,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#35,consumers,Code/Legacy/CrySystem/Log.cpp,524,1,543,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#36,consumers,Code/Legacy/CrySystem/Log.cpp,576,1,595,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#37,consumers,Code/Legacy/CrySystem/Log.cpp,635,1,655,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#38,consumers,Code/Legacy/CrySystem/Log.cpp,689,2,709,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#39,consumers,Code/Legacy/CrySystem/Log.cpp,717,2,736,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#40,consumers,Code/Legacy/CrySystem/Log.cpp,753,2,772,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#41,consumers,Code/Legacy/CrySystem/Log.cpp,796,1,813,0,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#42,consumers,Code/Legacy/CrySystem/Log.cpp,841,2,858,2,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#43,consumers,Code/Legacy/CrySystem/Log.cpp,924,1,941,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#44,consumers,Code/Legacy/CrySystem/Log.cpp,956,1,973,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#45,consumers,Code/Legacy/CrySystem/Log.cpp,974,1,991,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#46,consumers,Code/Legacy/CrySystem/Log.cpp,978,1,995,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#47,consumers,Code/Legacy/CrySystem/Log.cpp,980,1,997,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#48,consumers,Code/Legacy/CrySystem/Log.cpp,1018,1,1035,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
Code/Legacy/CrySystem/Log.cpp#49,consumers,Code/Legacy/CrySystem/Log.cpp,1044,1,1061,1,Use an equivalent AZ/AZStd contract or remove a proven dead dependency.,See CryCommonMigrationValidation.md and category tests.,accept,pending frozen-SHA signoff,pending frozen-SHA signoff
